taxa_clean,taxonID,taxonRank,acceptedNameUsageID,taxonomicStatus,update_date,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,vernacularName
Stetsonia coryne,ITIS:908443,species,ITIS:908443,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Stetsonia,coryne,,NA
Tecoma,ITIS:34325,genus,ITIS:34325,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,trumpetbush
Tetraneuris scaposa,ITIS:38514,species,ITIS:38514,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Tetraneuris,scaposa,,stemmy four nerve daisy
Gasteria,ITIS:950278,genus,ITIS:950278,accepted,2014-10-27,NA,NA,NA,NA,NA,NA,,,NA
Kalanchoe orgyalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saccharum officinarum,ITIS:42058,species,ITIS:42058,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Saccharum,officinarum,,sugarcane
Podranea ricasoliana,ITIS:504477,species,ITIS:504477,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Bignoniaceae,Podranea,ricasoliana,,Zimbabwe creeper
Citrus sinensis,ITIS:28889,species,ITIS:825213,synonym,2011-09-22,Plantae,NA,Magnoliopsida,Sapindales,Rutaceae,Citrus,X,sinensis,sweet orange
Dalbergia,ITIS:26593,genus,ITIS:26593,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,Indian rosewood
Pinus halepensis,ITIS:506601,species,ITIS:506601,accepted,2011-07-25,Plantae,NA,Pinopsida,Pinales,Pinaceae,Pinus,halepensis,,aleppo pine
Arecastrum romanzoffianum,ITIS:506703,species,ITIS:817203,synonym,2011-04-25,Plantae,NA,Magnoliopsida,Arecales,Arecaceae,Syagrus,romanzoffiana,,queen palm
Eucalyptus,ITIS:27187,genus,ITIS:27187,accepted,2011-10-27,NA,NA,NA,NA,NA,NA,,,gum
Brachychiton,ITIS:500834,genus,ITIS:500834,accepted,2020-08-28,NA,NA,NA,NA,NA,NA,,,NA
Juniperus coahuilensis,ITIS:194839,species,ITIS:194839,accepted,2011-07-25,Plantae,NA,Pinopsida,Pinales,Cupressaceae,Juniperus,coahuilensis,,redberry juniper
Pinus eldarica,ITIS:822611,species,ITIS:822708,synonym,2011-07-25,NA,NA,NA,NA,NA,NA,,,Eilar pine
Schinus,ITIS:28809,genus,ITIS:28809,accepted,2012-06-27,NA,NA,NA,NA,NA,NA,,,peppertree
Populus fremontii,ITIS:22459,species,ITIS:22459,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Malpighiales,Salicaceae,Populus,fremontii,,Fremonts cottonwood
Melia azedarach,ITIS:29024,species,ITIS:29024,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Sapindales,Meliaceae,Melia,azedarach,,white cedar
Schinus molle,ITIS:28811,species,ITIS:28811,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,Peruvian peppertree
Cycas,ITIS:183257,genus,ITIS:183257,accepted,2013-01-29,NA,NA,NA,NA,NA,NA,,,cycad
Populus,ITIS:22444,genus,ITIS:22444,accepted,2011-12-08,NA,NA,NA,NA,NA,NA,,,cottonwood
Salix,ITIS:22476,genus,ITIS:22476,accepted,2011-12-08,NA,NA,NA,NA,NA,NA,,,willow
Mimosa,ITIS:26781,genus,ITIS:26781,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,sensitive plant
Tamarix aphylla,ITIS:22306,species,ITIS:22306,accepted,2021-02-20,Plantae,NA,Magnoliopsida,Caryophyllales,Tamaricaceae,Tamarix,aphylla,,tamarix
Cercidium praecox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoenix canariensis,ITIS:504333,species,ITIS:504333,accepted,2011-04-25,Plantae,NA,Magnoliopsida,Arecales,Arecaceae,Phoenix,canariensis,,Canary Island date palm
Thuja orientalis,ITIS:183443,species,ITIS:183445,synonym,2011-07-25,Plantae,NA,Pinopsida,Pinales,Cupressaceae,Platycladus,orientalis,,oriental arborvitae
Pistacia vera,ITIS:506470,species,ITIS:506470,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Sapindales,Anacardiaceae,Pistacia,vera,,pistachio nut
Carya illinoinensis,ITIS:19234,species,ITIS:19234,accepted,2012-01-27,Plantae,NA,Magnoliopsida,Fagales,Juglandaceae,Carya,illinoinensis,,pecanier
Acacia smallii,ITIS:26441,species,ITIS:821007,synonym,2011-06-29,NA,NA,NA,NA,NA,NA,,,sweet acacia
Ailanthus altissima,ITIS:28827,species,ITIS:28827,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,altissima,,tree of heaven
Xylosma,ITIS:500616,genus,ITIS:500616,accepted,2011-12-08,NA,NA,NA,NA,NA,NA,,,NA
Citrus limon,ITIS:28885,species,ITIS:825214,synonym,2011-09-22,Plantae,NA,Magnoliopsida,Sapindales,Rutaceae,Citrus,X,limon,lemon
Pithecellobium,ITIS:26870,genus,ITIS:26870,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,blackbead
Thevetia,ITIS:30227,genus,ITIS:30227,accepted,2012-05-31,NA,NA,NA,NA,NA,NA,,,NA
Mimosa biuncifera,ITIS:26782,species,ITIS:531082,synonym,2011-06-29,NA,NA,NA,NA,NA,NA,,,catclaw mimosa
Ficus benjamina,ITIS:19083,species,ITIS:19083,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Rosales,Moraceae,Ficus,benjamina,,weeping fig
Phoenix dactylifera,ITIS:42458,species,ITIS:42458,accepted,2011-04-25,Plantae,NA,Magnoliopsida,Arecales,Arecaceae,Phoenix,dactylifera,,date palm
Malus sylvestris,ITIS:25264,species,ITIS:25264,accepted,2022-05-24,Plantae,NA,Magnoliopsida,Rosales,Rosaceae,Malus,sylvestris,,European wild apple
Prunus armeniaca,ITIS:24769,species,ITIS:24769,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Rosales,Rosaceae,Prunus,armeniaca,,Siberian apricot
Fraxinus uhdei,ITIS:502664,species,ITIS:502664,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,uhdei,,shamel ash
Fraxinus velutina,ITIS:32936,species,ITIS:32936,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,velutina,,velvet ash
cf Ulmus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacaranda mimosifolia,ITIS:34320,species,ITIS:34320,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Bignoniaceae,Jacaranda,mimosifolia,,black poui
Citrus x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musa,ITIS:42388,genus,ITIS:42388,accepted,2012-08-29,NA,NA,NA,NA,NA,NA,,,banana
Prosopis cf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus elastica,ITIS:19085,species,ITIS:19085,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Rosales,Moraceae,Ficus,elastica,,Indian rubberplant
Parkinsonia cf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus aurantifolia,ITIS:28883,species,ITIS:825203,synonym,2011-09-22,Plantae,NA,Magnoliopsida,Sapindales,Rutaceae,Citrus,X,aurantiifolia,key lime
Ficus nitida,ITIS:513572,species,ITIS:19083,synonym,2011-08-30,Plantae,NA,Magnoliopsida,Rosales,Moraceae,Ficus,benjamina,,weeping fig
Cupressus cf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psidium guajava,ITIS:27240,species,ITIS:27240,accepted,2011-10-27,Plantae,NA,Magnoliopsida,Myrtales,Myrtaceae,Psidium,guajava,,kuahpa
Ailanthus,ITIS:28826,genus,ITIS:28826,accepted,2012-08-29,NA,NA,NA,NA,NA,NA,,,NA
Thuja,ITIS:18043,genus,ITIS:18043,accepted,2011-07-25,NA,NA,NA,NA,NA,NA,,,thuya
Pinus cf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platanus wrightii,ITIS:19023,species,ITIS:19023,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Proteales,Platanaceae,Platanus,wrightii,,Arizona sycamore
Pithecellobium flexicaule,ITIS:26872,species,ITIS:565147,synonym,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Ebenopsis,ebano,,Texas ebony
Eucalyptus polyanthemos,ITIS:27190,species,ITIS:27190,accepted,2011-10-27,Plantae,NA,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,polyanthemos,,redbox
Albizia julibrissin,ITIS:26449,species,ITIS:26449,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Albizia,julibrissin,,silktree
Ulmus cf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cf Phoenix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia willardiana,ITIS:820496,species,ITIS:819973,synonym,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Mariosousa,willardiana,,NA
Pyrus kawakamii,ITIS:836828,species,ITIS:504706,synonym,2011-12-08,Plantae,NA,Magnoliopsida,Rosales,Rosaceae,Pyrus,calleryana,,Callery pear
Parkinsonia hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus microtheca,ITIS:835075,species,ITIS:835075,accepted,2011-10-27,Plantae,NA,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,microtheca,,flooded box
Prosopis glandulosa,ITIS:26879,species,ITIS:26879,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Prosopis,glandulosa,,honey mesquite
Tipuana tipu,ITIS:819720,species,ITIS:819720,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Tipuana,tipu,,tiputree
Quercus,ITIS:19276,genus,ITIS:19276,accepted,2012-01-27,NA,NA,NA,NA,NA,NA,,,oak
Acacia aneura,ITIS:507819,species,ITIS:507819,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Acacia,aneura,,mulga
Prunus persica,ITIS:24765,species,ITIS:24765,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Rosales,Rosaceae,Prunus,persica,,peach
Picea,ITIS:18033,genus,ITIS:18033,accepted,2011-07-25,NA,NA,NA,NA,NA,NA,,,spruce
Catalpa bignonioides,ITIS:34313,species,ITIS:34313,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Bignoniaceae,Catalpa,bignonioides,,southern catalpa
Broussonetia papyrifera,ITIS:19107,species,ITIS:19107,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Rosales,Moraceae,Broussonetia,papyrifera,,wauke
Celtis,ITIS:19039,genus,ITIS:19039,accepted,2012-08-29,NA,NA,NA,NA,NA,NA,,,hackberry
Morus,ITIS:19064,genus,ITIS:19064,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,mulberry
Morus,ITIS:174698,genus,ITIS:174698,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,NA
Caesalpinia cacalaco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prunus cerasifera,ITIS:24772,species,ITIS:24772,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Rosales,Rosaceae,Prunus,cerasifera,,myrobalan plum
Plumeria rubra,ITIS:30200,species,ITIS:30200,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Gentianales,Apocynaceae,Plumeria,rubra,,templetree
Ziziphus jujuba,ITIS:196004,species,ITIS:196004,accepted,2011-10-27,Plantae,NA,Magnoliopsida,Rosales,Rhamnaceae,Ziziphus,jujuba,,NA
Quercus polymorpha,ITIS:507845,species,ITIS:507845,accepted,2012-01-27,Plantae,NA,Magnoliopsida,Fagales,Fagaceae,Quercus,polymorpha,,netleaf white oak
Pyrus calleryana,ITIS:504706,species,ITIS:504706,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Rosales,Rosaceae,Pyrus,calleryana,,Callery pear
Moringa oleifera,ITIS:503874,species,ITIS:503874,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Brassicales,Moringaceae,Moringa,oleifera,,horseradishtree
Tamarix,ITIS:22303,genus,ITIS:22303,accepted,2021-02-20,NA,NA,NA,NA,NA,NA,,,tamarisk
Crocus,ITIS:43285,genus,ITIS:43285,accepted,2011-02-04,NA,NA,NA,NA,NA,NA,,,crocus
Carissa,ITIS:30163,genus,ITIS:30163,accepted,2012-05-31,NA,NA,NA,NA,NA,NA,,,NA
Myrtus,ITIS:27234,genus,ITIS:27234,accepted,2011-10-27,NA,NA,NA,NA,NA,NA,,,NA
Ephedra fasciculata,ITIS:502314,species,ITIS:508165,synonym,2011-07-25,Plantae,NA,Gnetopsida,Ephedrales,Ephedraceae,Ephedra,aspera,,rough jointfir
Cercidium,ITIS:195916,genus,ITIS:26825,synonym,2011-06-29,NA,NA,NA,NA,NA,NA,,,paloverde
Bernardia,ITIS:1025209,genus,ITIS:1025209,accepted,2017-04-25,NA,NA,NA,NA,NA,NA,,,NA
Melia,ITIS:29023,genus,ITIS:29023,accepted,2012-08-29,NA,NA,NA,NA,NA,NA,,,NA
Dyssodia,ITIS:37256,genus,ITIS:37256,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,dyssodia
Euphorbia albomarginata,ITIS:28038,species,ITIS:28038,accepted,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,albomarginata,,whitemargin sandmat
Dalea formosa,ITIS:26616,species,ITIS:26616,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Dalea,formosa,,featherplume
Hyptis,ITIS:32522,genus,ITIS:32522,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,bushmint
Viguiera,ITIS:38651,genus,ITIS:38651,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,goldeneye
Abutilon,ITIS:21659,genus,ITIS:21659,accepted,2020-08-28,NA,NA,NA,NA,NA,NA,,,Indian mallow
Simmondsia,ITIS:28029,genus,ITIS:28029,accepted,2012-09-26,NA,NA,NA,NA,NA,NA,,,jojoba
Lantana Carnival,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lantana radiation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriogonum wrightii,ITIS:21279,species,ITIS:21279,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,wrightii,,Wrights buckwheat
Peniocereus,ITIS:500467,genus,ITIS:500467,accepted,2013-06-12,NA,NA,NA,NA,NA,NA,,,NA
Trachycarpus fortunei,ITIS:817201,species,ITIS:817201,accepted,2011-04-25,Plantae,NA,Magnoliopsida,Arecales,Arecaceae,Trachycarpus,fortunei,,Chinese windmill palm
Campis radicans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lampranthus,ITIS:19911,genus,ITIS:19911,accepted,2012-08-29,NA,NA,NA,NA,NA,NA,,,lampranthus
Acamptopappus sphaerocephalus,ITIS:36443,species,ITIS:36443,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Acamptopappus,sphaerocephalus,,rayless goldenhead
Gladiolus,ITIS:43293,genus,ITIS:43293,accepted,2011-02-04,NA,NA,NA,NA,NA,NA,,,gladiolus
Platanus racemosa,ITIS:19022,species,ITIS:19022,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Proteales,Platanaceae,Platanus,racemosa,,California sycamore
Pyracantha fortuneana,ITIS:504689,species,ITIS:504689,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Rosales,Rosaceae,Pyracantha,fortuneana,,Chinese firethorn
Xylosma congestum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus aurantianum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thysanoptera,ITIS:103348,order,ITIS:103348,accepted,2013-11-04,NA,NA,NA,NA,NA,NA,,,thrips
Acari,ITIS:733321,subclass,ITIS:1117840,synonym,2019-11-04,NA,NA,NA,NA,NA,NA,,,arachnids
Aleyrodidae,ITIS:109189,family,ITIS:109189,accepted,2005-05-24,NA,NA,NA,NA,NA,NA,,,whiteflies
Chrysopidae,ITIS:115081,family,ITIS:115081,accepted,2014-04-02,NA,NA,NA,NA,NA,NA,,,green lacewings
Thomisidae,ITIS:871543,family,ITIS:871543,accepted,2014-04-29,NA,NA,NA,NA,NA,NA,,,crab spiders
Cleridae,ITIS:113852,family,ITIS:113852,accepted,2016-04-01,NA,NA,NA,NA,NA,NA,,,checkered beetles
Dictynidae,ITIS:871524,family,ITIS:871524,accepted,2014-04-29,NA,NA,NA,NA,NA,NA,,,meshweavers
Miridae,ITIS:104419,family,ITIS:104419,accepted,2016-05-26,NA,NA,NA,NA,NA,NA,,,plant bugs
Chalcidoidea,ITIS:153658,superfamily,ITIS:153658,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,chalcidoids
Membracidae,ITIS:109170,family,ITIS:109170,accepted,2011-04-25,NA,NA,NA,NA,NA,NA,,,treehoppers
Aphididae,ITIS:109191,family,ITIS:109191,accepted,2005-05-24,NA,NA,NA,NA,NA,NA,,,plantlice
Salticidae,ITIS:871537,family,ITIS:871537,accepted,2019-11-22,NA,NA,NA,NA,NA,NA,,,jumping spiders
Cicadellidae,ITIS:109171,family,ITIS:109171,accepted,2011-04-25,NA,NA,NA,NA,NA,NA,,,sharpshooters
Psyllidae,ITIS:109187,family,ITIS:109187,accepted,2005-05-24,NA,NA,NA,NA,NA,NA,,,jumping plantlice
Hemiptera,ITIS:103359,order,ITIS:103359,accepted,2018-12-19,NA,NA,NA,NA,NA,NA,,,true bugs
Lepidoptera,ITIS:117232,order,ITIS:117232,accepted,2013-11-04,NA,NA,NA,NA,NA,NA,,,moths
Anthocoridae,ITIS:106903,family,ITIS:106903,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,minute pirate bugs
Curculionidae,ITIS:114666,family,ITIS:114666,accepted,2005-06-27,NA,NA,NA,NA,NA,NA,,,weevils
Anthicidae,ITIS:114405,family,ITIS:114405,accepted,2007-06-13,NA,NA,NA,NA,NA,NA,,,antlike flower beetles
Melyridae,ITIS:113869,family,ITIS:113869,accepted,2005-06-27,NA,NA,NA,NA,NA,NA,,,solf winged flower beetles
Collembola,ITIS:99237,order,ITIS:99237,accepted,2013-11-04,NA,NA,NA,NA,NA,NA,,,springtails
Collembola,ITIS:914185,class,ITIS:914185,accepted,2013-11-04,NA,NA,NA,NA,NA,NA,,,NA
Bruchidae,ITIS:114504,family,ITIS:678800,synonym,2005-06-27,NA,NA,NA,NA,NA,NA,,,NA
Philodromidae,ITIS:871533,family,ITIS:871533,accepted,2014-04-29,NA,NA,NA,NA,NA,NA,,,running crab spiders
Araneae,ITIS:82732,order,ITIS:82732,accepted,2019-11-04,NA,NA,NA,NA,NA,NA,,,spiders
Lygaeidae,ITIS:107674,family,ITIS:107674,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,chinch bugs
Berytidae,ITIS:107642,family,ITIS:107642,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,stilt bugs
Chironomidae,ITIS:127917,family,ITIS:127917,accepted,2005-10-31,NA,NA,NA,NA,NA,NA,,,midges
Cecidomyiidae,ITIS:122975,family,ITIS:122975,accepted,2000-09-12,NA,NA,NA,NA,NA,NA,,,gall midges
Pentatomidae,ITIS:108628,family,ITIS:108628,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,terrestrial turtle bugs
Syrphidae,ITIS:139621,family,ITIS:139621,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,syrphid flies
Sepsidae,ITIS:144975,family,ITIS:144975,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,black scavenger flies
Empididae,ITIS:135830,family,ITIS:135830,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,balloon flies
Muscidae,ITIS:150025,family,ITIS:150025,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,face flies
Delphacidae,ITIS:109175,family,ITIS:109175,accepted,2013-03-26,NA,NA,NA,NA,NA,NA,,,delphacid planthoppers
Coccinellidae,ITIS:114329,family,ITIS:114329,accepted,2016-04-01,NA,NA,NA,NA,NA,NA,,,ladybird beetles
Chloropidae,ITIS:147644,family,ITIS:147644,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,chloropid flies
Formicidae,ITIS:154193,family,ITIS:154193,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,ants
Byrrhidae,ITIS:113997,family,ITIS:113997,accepted,2007-09-10,NA,NA,NA,NA,NA,NA,,,pill beetles
Dermestidae,ITIS:114976,family,ITIS:114976,accepted,2007-09-10,NA,NA,NA,NA,NA,NA,,,skin beetles
Nitidulidae,ITIS:114290,family,ITIS:114290,accepted,2016-04-01,NA,NA,NA,NA,NA,NA,,,sap beetles
Coccoidea,ITIS:109195,superfamily,ITIS:109195,accepted,2005-05-24,NA,NA,NA,NA,NA,NA,,,scales
Geometridae,ITIS:117556,family,ITIS:117556,accepted,2014-06-26,NA,NA,NA,NA,NA,NA,,,measuringworms
Chrysomelidae,ITIS:114509,family,ITIS:114509,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,leaf beetles
Trixoscelididae,ITIS:145707,subfamily,ITIS:145706,synonym,1996-06-24,NA,NA,NA,NA,NA,NA,,,trixoscelidid flies
Reduviidae,ITIS:107202,family,ITIS:107202,accepted,2018-05-25,NA,NA,NA,NA,NA,NA,,,assassin bugs
Anyphaenidae,ITIS:871515,family,ITIS:871515,accepted,2014-04-29,NA,NA,NA,NA,NA,NA,,,ghost spiders
Cynipidae,ITIS:154031,family,ITIS:154031,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,gall wasps
Theridiidae,ITIS:82740,family,ITIS:82740,accepted,2019-11-22,NA,NA,NA,NA,NA,NA,,,cobweb weavers
Tingidae,ITIS:104177,family,ITIS:104177,accepted,2016-05-26,NA,NA,NA,NA,NA,NA,,,lace bugs
Rhopalidae,ITIS:108477,family,ITIS:108477,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,scentless plant bugs
Ichneumonidae,ITIS:153360,family,ITIS:153360,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,ichneumon wasps
Araneidae,ITIS:82737,family,ITIS:82737,accepted,2020-01-28,NA,NA,NA,NA,NA,NA,,,orbweavers
Pyralidae,ITIS:117641,family,ITIS:117641,accepted,2005-12-13,NA,NA,NA,NA,NA,NA,,,grass moths
Platygastridae,ITIS:709288,family,ITIS:709288,accepted,2007-10-11,NA,NA,NA,NA,NA,NA,,,platygastrids
Braconidae,ITIS:152867,family,ITIS:152867,accepted,2022-08-01,NA,NA,NA,NA,NA,NA,,,braconids
Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linyphiidae,ITIS:82743,family,ITIS:82743,accepted,2014-04-29,NA,NA,NA,NA,NA,NA,,,sheetweb weavers
Corylophidae,ITIS:114328,family,ITIS:114328,accepted,2016-04-01,NA,NA,NA,NA,NA,NA,,,minute hooded beetles
Hymenoptera,ITIS:152741,order,ITIS:152741,accepted,2013-11-04,NA,NA,NA,NA,NA,NA,,,wasps
Megaspilidae,ITIS:610669,family,ITIS:610669,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,megaspilids
Plectreuridae,ITIS:847753,family,ITIS:847753,accepted,2014-04-29,NA,NA,NA,NA,NA,NA,,,plectreurid spiders
Coleoptera,ITIS:109216,order,ITIS:109216,accepted,2013-12-23,NA,NA,NA,NA,NA,NA,,,beetles
Scarabaeidae,ITIS:114493,family,ITIS:114493,accepted,2013-11-04,NA,NA,NA,NA,NA,NA,,,scarab beetles
Diptera,ITIS:118831,order,ITIS:118831,accepted,2013-11-04,NA,NA,NA,NA,NA,NA,,,true flies
Flatidae,ITIS:109182,family,ITIS:109182,accepted,2013-03-26,NA,NA,NA,NA,NA,NA,,,flatid planthoppers
Mordellidae,ITIS:114383,family,ITIS:114383,accepted,2005-06-27,NA,NA,NA,NA,NA,NA,,,tumbling flower beetles
Psocoptera,ITIS:103320,order,ITIS:998435,synonym,2015-11-20,NA,NA,NA,NA,NA,NA,,,NA
Agromyzidae,ITIS:143384,family,ITIS:143384,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,leafminer flies
Empoasca,ITIS:200032,genus,ITIS:200032,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,NA
Sciaridae,ITIS:122702,family,ITIS:122702,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,dark winged fungus gnats
Tidarren,ITIS:849545,genus,ITIS:849545,accepted,2019-11-22,NA,NA,NA,NA,NA,NA,,,NA
Pteromalidae,ITIS:153974,family,ITIS:153974,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,pteromalids
Buprestidae,ITIS:114968,family,ITIS:114968,accepted,2011-02-24,NA,NA,NA,NA,NA,NA,,,metallic wood boring beetle
Sminthuridae,ITIS:100258,family,ITIS:100258,accepted,2007-06-14,NA,NA,NA,NA,NA,NA,,,NA
Hemerobiidae,ITIS:115080,family,ITIS:115080,accepted,2014-04-02,NA,NA,NA,NA,NA,NA,,,brown lacewings
Nabidae,ITIS:107084,family,ITIS:107084,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,damsel bugs
Scelionidae,ITIS:154068,family,ITIS:154068,accepted,2007-12-14,NA,NA,NA,NA,NA,NA,,,scelionids
Tephritidae,ITIS:142604,family,ITIS:142604,accepted,2005-05-12,NA,NA,NA,NA,NA,NA,,,fruit flies
Cixiidae,ITIS:109174,family,ITIS:109174,accepted,2013-03-26,NA,NA,NA,NA,NA,NA,,,cixid planthoppers
Eucoilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eulophidae,ITIS:153770,family,ITIS:153770,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,eulophids
Scatopsidae,ITIS:125618,family,ITIS:125618,accepted,2004-04-09,NA,NA,NA,NA,NA,NA,,,hyperoscelidid gnats
Acrididae,ITIS:102195,family,ITIS:102195,accepted,2005-01-06,NA,NA,NA,NA,NA,NA,,,grasshoppers
Trichogrammatidae,ITIS:153728,family,ITIS:153728,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,trichogrammatids
Geocoris,ITIS:107737,genus,ITIS:107737,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,NA
Tachinidae,ITIS:152643,family,ITIS:152643,accepted,2004-11-09,NA,NA,NA,NA,NA,NA,,,tachinid flies
Homalodisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heleomyzidae,ITIS:145445,family,ITIS:145445,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,heleomyzid flies
Smicronyx,ITIS:617041,genus,ITIS:617041,accepted,2003-03-25,NA,NA,NA,NA,NA,NA,,,NA
Brachymyrmex,ITIS:573953,genus,ITIS:573953,accepted,2001-03-13,NA,NA,NA,NA,NA,NA,,,NA
Aphelinidae,ITIS:709300,family,ITIS:709300,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,NA
